judul,isi,tanggal,link
Video Pria Menginjak Al-Qur’an di Klub Malam Arab Saudi				,"Lokasi kejadian bukan di Arab Saudi, tetapi Manchester (Inggris).","November 15, 2024",https://turnbackhoax.id/2024/11/15/salah-video-pria-menginjak-al-quran-di-klub-malam-arab-saudi/
Hasil Survei Cabup-Cawabup Subang 14 Oktober 2024: Nomor 2 Unggul				,Tidak ada lembaga kredibel yang merilis hasil survei di tanggal tersebut. Indikator mempublikasikan surveinya pada 13 Oktober dengan hasil paslon nomor satu mengantongi elektabilitas tertinggi.,"Oktober 30, 2024",https://turnbackhoax.id/2024/10/30/salah-hasil-survei-cabup-cawabup-subang-14-oktober-2024-nomor-2-unggul/
Cagub Jakarta Pramono Anung dan Ketua DPR RI Puan Maharani Terlibat Korupsi e-KTP				,KPK menjelaskan belum ada bukti yang kuat mengenai keterlibatan Pramono dan Puan dalam kasus korupsi e-KTP.,"Oktober 30, 2024",https://turnbackhoax.id/2024/10/30/salah-cagub-jakarta-pramono-anung-dan-ketua-dpr-ri-puan-maharani-terlibat-korupsi-e-ktp/
Pesan WhatsApp Berisi Info Verifikasi SPT Tahunan				,"Melalui akun Instagram resminya (ditjenpajakri), DJP mengingatkan adanya modus penipuan yang berpura-pura meminta masyarakat mengunduh aplikasi M-Pajak dari alamat atau laman mencurigakan.","Oktober 30, 2024",https://turnbackhoax.id/2024/10/30/penipuan-pesan-whatsapp-berisi-info-verifikasi-spt-tahunan/
Pendaftaran BBM Subsidi Lewat Akun atau Tautan Tidak Resmi				,Tautan dalam unggahan yang beredar mengarah ke penipuan. ,"Oktober 30, 2024",https://turnbackhoax.id/2024/10/30/penipuan-pendaftaran-bbm-subsidi-lewat-akun-atau-tautan-tidak-resmi/
Akun TikTok “King Kevin” Berbagi Hadiah				,Warganet bisa memeriksa media sosial milik King Kevin melalui tautan linktr.ee di akun Instagram resmi “kingkevinreal”.,"Oktober 30, 2024",https://turnbackhoax.id/2024/10/30/penipuan-akun-tiktok-king-kevin-berbagi-hadiah/
Video Israel seperti “Neraka” Usai Diserang Iran Awal Oktober 2024				,Pemeriksa fakta factly.in membeberkan unggahan tersebut merupakan potongan dokumentasi perayaan kemenangan klub bola Aljazair tahun 2020.,"Oktober 29, 2024",https://turnbackhoax.id/2024/10/29/salah-video-israel-seperti-neraka-usai-diserang-iran-awal-oktober-2024/
Video Hizbullah Menyerang Pangkalan Zionis Israel				,Video yang beredar merupakan potongan dokumentasi ledakan kilang gas di China tahun 2015.,"Oktober 29, 2024",https://turnbackhoax.id/2024/10/29/salah-video-hizbullah-menyerang-pangkalan-zionis-israel/
Video dari dalam Tank Zionis Israel ketika Menjadi Sasaran Empuk Rudal Hamas				,"Faktanya, video dipublikasikan tahun 2023, berkaitan dengan konflik Ukraina vs Rusia. Selain itu, video direkam di dalam kendaraan HMMWV (humvee), bukan di tank.","Oktober 29, 2024",https://turnbackhoax.id/2024/10/29/salah-video-dari-dalam-tank-zionis-israel-ketika-menjadi-sasaran-empuk-rudal-hamas/
Razman Arif Nasution Ngamuk di Bandara Tidak Tahu Jokowi-Ma’ruf Sudah Pensiun				,"Bukan peristiwa saat ini (2024) ketika pasangan Jokowi dan Ma’ruf Amin sudah tidak lagi menjabat sebagai presiden dan wakil presiden. Faktanya, video yang dibagikan beredar pada 2022.","Oktober 29, 2024",https://turnbackhoax.id/2024/10/29/salah-razman-arif-nasution-ngamuk-di-bandara-tidak-tahu-jokowi-maruf-sudah-pensiun/
Rakyat Desak Prabowo Singkirkan Menteri Bobroknya				,"Faktanya, tidak ada pemberitaan dari sumber kredibel yang membenarkan rakyat desak Prabowo singkirkan menteri bobroknya.","Oktober 29, 2024",https://turnbackhoax.id/2024/10/29/salah-rakyat-desak-prabowo-singkirkan-menteri-bobroknya/
PSSI Putuskan Keluar dari AFC dan Pindah ke Zona Oseania				,Narator dalam video yang beredar hanya membacakan artikel suara.com berjudul “3 Kerugian AFC Jika Indonesia Memutuskan Keluar dan Bergabung ke Oseania”.,"Oktober 29, 2024",https://turnbackhoax.id/2024/10/29/salah-pssi-putuskan-keluar-dari-afc-dan-pindah-ke-zona-oseania/
"Mata Uang BRICS Sudah Rilis, Ada Gambar Bendera Indonesia				",Tidak ada pengesahan mata uang resmi BRICS.,"Oktober 29, 2024",https://turnbackhoax.id/2024/10/29/salah-mata-uang-brics-sudah-rilis-ada-gambar-bendera-indonesia/
"Belum Seminggu Dilantik, Gibran Digugat PDIP				","Faktanya, tidak ada sumber kredibel yang membenarkan PDIP menggugat Gibran.","Oktober 29, 2024",https://turnbackhoax.id/2024/10/29/salah-belum-seminggu-dilantik-gibran-digugat-pdip/
Anies Baswedan Sebut Indonesia Tidak Layak Jadi Negara Maju				,Tidak ditemukan sumber valid yang membenarkan Anies pernah mengungkapkan hal tersebut.,"Oktober 29, 2024",https://turnbackhoax.id/2024/10/29/salah-anies-baswedan-sebut-indonesia-tidak-layak-jadi-negara-maju/
Pengumuman Lowongan Kerja BNN di “infolowonganbnn2024”				,Rekrutmen BNN dilakukan secara terpusat lewat laman https://sscasn.bkn.go.id.,"Oktober 29, 2024",https://turnbackhoax.id/2024/10/29/penipuan-pengumuman-lowongan-kerja-bnn-di-infolowonganbnn2024/
"Jadi Anggota DPR, Eko Patrio Kasih Warganet Uang Lewat Instagram				",Video Eko Patrio dalam unggahan yang beredar merupakan hasil rekayasa AI.,"Oktober 29, 2024",https://turnbackhoax.id/2024/10/29/penipuan-jadi-anggota-dpr-eko-patrio-kasih-warganet-uang-lewat-instagram/
Anggota DPR Desy Ratnasari Bagi-Bagi Puluhan Juta Rupiah				,"99,8 persen audio dalam konten tersebut adalah hasil rekayasa AI.","Oktober 29, 2024",https://turnbackhoax.id/2024/10/29/penipuan-anggota-dpr-desy-ratnasari-bagi-bagi-puluhan-juta-rupiah/
Akun Facebook Kemitraan Grosir Mayora Group				,Di laman resmi Mayora Group tidak ditemukan informasi tentang penawaran kerja sama sebagai mitra.,"Oktober 29, 2024",https://turnbackhoax.id/2024/10/29/penipuan-akun-facebook-kemitraan-grosir-mayora-group/
Virus Cacar Monyet Bisa Diatasi Pakai Antioksidan				,Belum ada studi tentang bagaimana antioksidan melawan virus cacar air atau monkeypox.,"Oktober 28, 2024",https://turnbackhoax.id/2024/10/28/salah-virus-cacar-monyet-bisa-diatasi-pakai-antioksidan/
Vaksin Pfizer Digunakan untuk Mengendalikan Pikiran Manusia  				,Tidak ada laporan kredibel dari jurnal ilmiah atau otoritas kesehatan (seperti WHO) yang membenarkan klaim.,"Oktober 28, 2024",https://turnbackhoax.id/2024/10/28/salah-vaksin-pfizer-digunakan-untuk-mengendalikan-pikiran-manusia/
Menggoyangkan Punggung Mampu Atasi Angin Duduk				,Unggahan berisi klaim “menggoyangkan punggung untuk mengatasi angin duduk” merupakan konten yang menyesatkan (misleading content).,"Oktober 28, 2024",https://turnbackhoax.id/2024/10/28/salah-menggoyangkan-punggung-mampu-atasi-angin-duduk/
Kaesang Dijemput Paksa KPK				,"Faktanya, tidak ada informasi kredibel yang membenarkan klaim itu. Konten yang beredar merupakan hasil suntingan dari beberapa sumber yang tak saling berkaitan.","Oktober 27, 2024",https://turnbackhoax.id/2024/10/27/salah-kaesang-dijemput-paksa-kpk/
Anggota DPR Terima Bayaran Rp360 Juta Tiap Bulan				,"Bila dikalkulasi, gaji pokok anggota DPR (termasuk beragam tunjangan) berkisar Rp54—66 juta per bulan.","Oktober 27, 2024",https://turnbackhoax.id/2024/10/27/salah-anggota-dpr-terima-bayaran-rp360-juta-tiap-bulan/
Lowongan Kerja Besar-Besaran BPJS Kesehatan				,Unggahan berisi informasi “lowongan kerja besar-besaran BPJS Kesehatan” yang mencantumkan gaji dan tautan tak resmi itu merupakan konten palsu (fabricated content).,"Oktober 27, 2024",https://turnbackhoax.id/2024/10/27/penipuan-lowongan-kerja-besar-besaran-bpjs-kesehatan/
"Loker BCA, Hokben, hingga Kapal Api dari Akun TikTok “juragan.loker”				",Seluruh tautan dalam unggahan akun TikTok tersebut tak mengarah ke laman resmi perusahaan.,"Oktober 27, 2024",https://turnbackhoax.id/2024/10/27/penipuan-loker-bca-hokben-hingga-kapal-api-dari-akun-tiktok-juragan-loker/
Informasi dari TikTok: Pendaftaran Lowongan Kerja Pertamina				,Informasi rekrutmen hanya dapat diperoleh di www.recruitment.pertamina.com dan akun media sosial resmi Pertamina bercentang biru.,"Oktober 27, 2024",https://turnbackhoax.id/2024/10/27/penipuan-informasi-dari-tiktok-pendaftaran-lowongan-kerja-pertamina/
Info Lowongan Kerja Jasa Raharja dari TikTok				,Informasi tersebut berisi tautan yang mengarahkan calon pelamar ke laman tak resmi.,"Oktober 27, 2024",https://turnbackhoax.id/2024/10/27/penipuan-info-lowongan-kerja-jasa-raharja-dari-tiktok/
Info Loker PT Kiyokuni dari Akun TikTok www.info.siteloker.com				,Info lowongan kerja PT Kiyokuni hanya terdapat di laman karir kiyokunimanufacturing.com.,"Oktober 27, 2024",https://turnbackhoax.id/2024/10/27/penipuan-info-loker-pt-kiyokuni-dari-akun-tiktok-www-info-siteloker-com/
"Info Loker PT Djarum, Kobe, Gajah Tunggal dari TikTok lokermu_id				",Terdapat beberapa informasi tidak valid terkait lowongan pekerjaan yang mengatasnamakan sejumlah perusahaan besar ini. ,"Oktober 27, 2024",https://turnbackhoax.id/2024/10/27/penipuan-info-loker-pt-djarum-kobe-gajah-tunggal-dari-tiktok-lokermu_id/
Ribuan Buruh Siaga Geruduk Istana Tuntut Prabowo				,"Faktanya, tidak ada sumber kredibel yang membenarkan adanya ribuan buruh yang bersiaga untuk menggeruduk istana dan menuntut Prabowo.","Oktober 26, 2024",https://turnbackhoax.id/2024/10/26/salah-ribuan-buruh-siaga-geruduk-istana-tuntut-prabowo/
Indikator Rilis Hasil Survei Elektabilitas Pilkada Palopo				,Direktur Indikator Politik Indonesia (Indikator) Fauny Hidayat menegaskan pihaknya tak pernah menyelenggarakan survei di Palopo.,"Oktober 26, 2024",https://turnbackhoax.id/2024/10/26/salah-indikator-rilis-hasil-survei-elektabilitas-pilkada-palopo/
Survei LSI Oktober: Vicky Prasetyo-Suwendi Unggul di Pilkada Pemalang				,Unggahan berisi klaim “Vicky Prasetyo-Suwendi unggul di survei Pilkada Pemalang yang dilakukan LSI bulan Oktober 2024” itu merupakan konten palsu (fabricated content). ,"Oktober 25, 2024",https://turnbackhoax.id/2024/10/25/salah-survei-lsi-oktober-vicky-prasetyo-suwendi-unggul-di-pilkada-pemalang/
Jari Kelingking Bengkok Tanda Penyakit Jantung				,"Penyakit jantung memiliki berbagai tanda, salah satunya pembengkakan ujung jari yang terjadi pada penderita penyakit jantung bawaan.","Oktober 25, 2024",https://turnbackhoax.id/2024/10/25/salah-jari-kelingking-bengkok-tanda-penyakit-jantung/
Badai Angin Dahsyat Bikin Sukabumi dan Tangerang Porak-Poranda				,Tidak ada sumber kredibel yang menyebut badai angin dahsyat memporak porandakan Sukabumi dan Tangerang. ,"Oktober 25, 2024",https://turnbackhoax.id/2024/10/25/salah-badai-angin-dahsyat-bikin-sukabumi-dan-tangerang-porak-poranda/
Video Presiden Prabowo Promosikan Produk Jam Tangan				,Audio dalam konten tersebut merupakan produk kecerdasan buatan (artificial intelligence/AI).,"Oktober 25, 2024",https://turnbackhoax.id/2024/10/25/penipuan-video-presiden-prabowo-promosikan-produk-jam-tangan/
Video Novel Baswedan dan Dennis Lim Promosikan Situs Judi Online				,Audio dalam konten tersebut merupakan produk kecerdasan buatan (artificial intelligence/AI).,"Oktober 25, 2024",https://turnbackhoax.id/2024/10/25/penipuan-video-novel-baswedan-dan-dennis-lim-promosikan-situs-judi-online/
"Ruben Onsu Buat Kuis Tebak Kata, Total Hadiah Rp270 Juta				",Tidak ada konten serupa di akun media sosial resmi milik Ruben Onsu.,"Oktober 25, 2024",https://turnbackhoax.id/2024/10/25/penipuan-ruben-onsu-buat-kuis-tebak-kata-total-hadiah-rp270-juta/
Panggilan Telepon WA Kadisdik Provinsi Riau Edi Rusma Dinata				,Akun dan seluruh aktivitas dari nomor WA 0821 8951 4539 yang mengaku sebagai Kadisdik Provinsi Riau Edi Rusma Dinata itu merupakan konten tiruan (impostor content) untuk modus penipuan.,"Oktober 25, 2024",https://turnbackhoax.id/2024/10/25/penipuan-panggilan-telepon-wa-kadisdik-provinsi-riau-edi-rusma-dinata/
Info Magang dari Akun Facebook “Rekrutmen PT.Pupuk Indonesia”				,Unggahan akun Facebook “Rekrutmen PT.Pupuk Indonesia” tentang rekrutmen magang merupakan konten tiruan (impostor content) untuk modus penipuan.,"Oktober 25, 2024",https://turnbackhoax.id/2024/10/25/penipuan-info-magang-dari-akun-facebook-rekrutmen-pt-pupuk-indonesia/
Deddy Corbuzier Promosikan Situs Judi “Sule Slot”				,"Audio dari video yang beredar merupakan hasil AI. Dalam video asli, Deddy Corbuzier tak mempromosikan situs judi.","Oktober 25, 2024",https://turnbackhoax.id/2024/10/25/penipuan-deddy-corbuzier-promosikan-situs-judi-sule-slot/
Baim Wong Bagi-Bagi Uang Puluhan Juta				,Unggahan bukan berasal dari akun TikTok resmi bercentang biru milik Baim Wong.,"Oktober 25, 2024",https://turnbackhoax.id/2024/10/25/penipuan-baim-wong-bagi-bagi-uang-puluhan-juta/
Video Lautan Manusia Sambut Presiden Prabowo				,"Faktanya, video yang beredar merupakan potongan dokumentasi prosesi keagamaan di Venezuela bulan Januari 2024. ","Oktober 24, 2024",https://turnbackhoax.id/2024/10/24/salah-video-lautan-manusia-sambut-presiden-prabowo/
Video Dokumentasi Pembangunan Piramida				,"TurnBackHoax mengecek keaslian dokumentasi itu lewat Hive Moderation. Diketahui, 99,9% video tersebut adalah hasil AI.","Oktober 24, 2024",https://turnbackhoax.id/2024/10/24/salah-video-dokumentasi-pembangunan-piramida/
Puan Maharani Blak-blakan PDIP Tolak Gabung Kabinet Prabowo-Gibran				,Tidak ada sumber kredibel yang membenarkan klaim tersebut. Thumbnail dari video yang beredar pun merupakan hasil suntingan.,"Oktober 24, 2024",https://turnbackhoax.id/2024/10/24/salah-puan-maharani-blak-blakan-pdip-tolak-gabung-kabinet-prabowo-gibran/
Produk Indomie Sepaket dengan Beras				,Produsen Indomie telah menegaskan pihaknya tidak memproduksi mi instan dengan paket nasi di dalamnya.,"Oktober 24, 2024",https://turnbackhoax.id/2024/10/24/salah-produk-indomie-sepaket-dengan-beras/
WhatsApp Channel Kemenkes “Webinar SKP Kemenkes”				,Saluran tersebut bukan kanal resmi milik Kementerian Kesehatan (Kemenkes).,"Oktober 24, 2024",https://turnbackhoax.id/2024/10/24/penipuan-whatsapp-channel-kemenkes-webinar-skp-kemenkes/
Pengusaha Haji Isam Bakal Transfer Rp50 Juta untuk Pengikut di TikTok				,Audio dalam unggahan merupakan hasil kecerdasan buatan (artificial intelligence/AI).,"Oktober 24, 2024",https://turnbackhoax.id/2024/10/24/penipuan-pengusaha-haji-isam-bakal-transfer-rp50-juta-untuk-pengikut-di-tiktok/
"Jadi Anggota DPR, Verrell Bramasta Bagi-Bagi Rp35 Juta di TikTok				","Faktanya, tak ada video bagi-bagi Rp35 juta dalam akun media sosial pribadi milik Verrell Bramasta (Instagram “bramastavrl” dan TikTok “bramastaverrell”). ","Oktober 24, 2024",https://turnbackhoax.id/2024/10/24/penipuan-jadi-anggota-dpr-verrell-bramasta-bagi-bagi-rp35-juta-di-tiktok/
"Bantu Ekonomi Rakyat, Raffi Ahmad Buka Situs Judi				","Kemungkinan audio dalam unggahan itu dihasilkan oleh kecerdasan buatan (artificial intelligence/AI) mencapai 99,9%.","Oktober 24, 2024",https://turnbackhoax.id/2024/10/24/penipuan-bantu-ekonomi-rakyat-raffi-ahmad-buka-situs-judi/
Wasit Bahrain Ahmed Al-Kaf Dipidana Delapan Tahun Penjara				,Wasit Bahrain hanya dilarang memimpin laga Al Ain (UEA) vs Al Hilal (Arab Saudi) di AFC Champions League Elite pada Senin (21/10/2024).,"Oktober 23, 2024",https://turnbackhoax.id/2024/10/23/salah-wasit-bahrain-ahmed-al-kaf-dipidana-delapan-tahun-penjara/
Ridwan Kamil Proklamirkan Jakarta Satu Agama Islam				,Ridwan Kamil melalui video yang diunggah di akun Instagram pribadinya telah menegaskan klaim tersebut merupakan hoaks.,"Oktober 23, 2024",https://turnbackhoax.id/2024/10/23/salah-ridwan-kamil-proklamirkan-jakarta-satu-agama-islam/
Hasil Survei 20—25 September 2024 Pilkada Bone Bolango dari Indikator  				,Unggahan akun Tiktok “iris.rsb” berisi klaim “hasil survei Indikator Politik periode 20—25 September 2024 tentang pasangan calon bupati dan calon wakil bupati Kabupaten Bone Bolango” merupakan konten palsu (fabricated content).,"Oktober 23, 2024",https://turnbackhoax.id/2024/10/23/salah-hasil-survei-20-25-september-2024-pilkada-bone-bolango-dari-indikator/
Video Soimah Janji Kasih Uang Rp50 Juta di TikTok				,Video bukan berasal dari akun TikTok asli Soimah (soimah_pancawati).,"Oktober 23, 2024",https://turnbackhoax.id/2024/10/23/penipuan-video-soimah-janji-kasih-uang-rp50-juta-di-tiktok/
"Loker Helper, Operator, dan Driver di PT Petronesia Benimel				",Pesan WhatsApp berisi informasi lowongan kerja di PT Petronesia Benimel merupakan konten tiruan (impostor content) untuk modus penipuan.,"Oktober 23, 2024",https://turnbackhoax.id/2024/10/23/penipuan-loker-helper-operator-dan-driver-di-pt-petronesia-benimel/
Akun Facebook Daviena Berbagi Rejeki Motor dan Uang Tunai				,"Akun Instagram resmi Melvina Husyanti, pemilik usaha produk perawatan kulit Daviena Skincare adalah instagram.com/melvhinahusyanti yang sudah terverifikasi.","Oktober 23, 2024",https://turnbackhoax.id/2024/10/23/penipuan-akun-facebook-daviena-berbagi-rejeki-motor-dan-uang-tunai/
Video Kecelakaan Kapal di Gowa Sulawesi Selatan				,"Faktanya, itu merupakan potongan dokumentasi kecelakaan kapal di Danau Kivu (bagian timur Republik Demokratik Kongo).","Oktober 22, 2024",https://turnbackhoax.id/2024/10/22/salah-video-kecelakaan-kapal-di-gowa-sulawesi-selatan/
Uang Rp10.000 Tahun Emisi 2005 Tak Lagi Berlaku				,Bank Indonesia (BI) menegaskan uang pecahan Rp10.000 tahun emisi 2005 masih berlaku sebagai alat pembayaran yang sah.,"Oktober 22, 2024",https://turnbackhoax.id/2024/10/22/salah-uang-rp10-000-tahun-emisi-2005-tak-lagi-berlaku/
Tentara Perdamaian RI yang Dikirim ke Lebanon Hanya Bisa Bertahan di Bunker 				,"Faktanya, foto yang beredar merupakan potongan dokumentasi saat Satgas Yonmek TNI Konga XXIII-R Unifil 2024 mengikuti perayaan HUT ke-79 TNI secara virtual di tengah situasi konflik di Lebanon Selatan.","Oktober 22, 2024",https://turnbackhoax.id/2024/10/22/salah-tentara-perdamaian-ri-yang-dikirim-ke-lebanon-hanya-bisa-bertahan-di-bunker/
Permen Semprot Bikin Banyak Anak Meninggal				,"Hasil verifikasi Tempo menunjukkan peristiwa sejumlah siswa keracunan benar terjadi, tepatnya di SD Negeri 39 Kota Palembang. Penyebabnya diduga akibat permen semprot yang dibeli di sekitar sekolah. Namun, tidak ada korban jiwa.","Oktober 22, 2024",https://turnbackhoax.id/2024/10/22/salah-permen-semprot-bikin-banyak-anak-meninggal/
Pelatih Timnas Indonesia Shin Tae Yong Mundur Usai Laga Lawan Cina				,"Dalam laman resmi PSSI, Shin Tae Yong masih tercatat sebagai pelatih Timnas Indonesia hingga 2027. Ia dan Timnas Indonesia sedang mempersiapkan diri untuk melawan Jepang dan Arab Saudi bulan November mendatang.","Oktober 22, 2024",https://turnbackhoax.id/2024/10/22/salah-pelatih-timnas-indonesia-shin-tae-yong-mundur-usai-laga-lawan-cina/
Mie Sedaap Mengandung Pestisida				,Penarikan produk mi instan asal Indonesia dari Hong Kong merupakan kejadian tahun 2022. BPOM memastikan produk mi instan yang ditarik di Hong Kong berbeda dengan yang beredar di Indonesia.,"Oktober 22, 2024",https://turnbackhoax.id/2024/10/22/salah-mie-sedaap-mengandung-pestisida/
Ade Armando Babak Belur Akibat Bela Gibran				,"Faktanya, tidak ada pemberitaan dari sumber kredibel yang membenarkan Ade Armando babak belur akibat membela Gibran.","Oktober 22, 2024",https://turnbackhoax.id/2024/10/22/salah-ade-armando-babak-belur-akibat-bela-gibran/
Ada Kongkalikong Adik Prabowo dan Yusril di Balik Ekspor Pasir Laut				,Tidak ada sumber kredibel yang membenarkan klaim tersebut. Thumbnail dari video yang beredar pun merupakan hasil suntingan.,"Oktober 22, 2024",https://turnbackhoax.id/2024/10/22/salah-ada-kongkalikong-adik-prabowo-dan-yusril-di-balik-ekspor-pasir-laut/
"Syukuran Jadi Ketua DPR Lagi, Puan Maharani Bagikan Rp25 Juta via TikTok				","Audio dalam video unggahan memiliki kemungkinan 99,9% sebagai buatan AI. Foto berasal dari pemberitaan tahun 2016 saat Puan masih menjadi Menko PMK.","Oktober 21, 2024",https://turnbackhoax.id/2024/10/21/salah-syukuran-jadi-ketua-dpr-lagi-puan-maharani-bagikan-rp25-juta-via-tiktok/
Pesan Berantai WhatsApp “Dukungan Shaquille O’Neal kepada Hizbullah”				,"Tidak berkaitan dengan Hizbullah, faktanya pose atau gestur simbol tangan oleh Shaq adalah untuk mendukung gerakan “Timeout” oleh Robert Kraft melawan gerakan kebencian pada Oktober 2024.","Oktober 21, 2024",https://turnbackhoax.id/2024/10/21/salah-pesan-berantai-whatsapp-dukungan-shaquille-oneal-kepada-hizbullah/
Permadi Arya (Abu Janda) Jadi Wamenag Urusan Intoleransi Agama				,Tidak ada nama Permadi Arya dalam daftar calon menteri yang dipanggil Prabowo hari Senin (14/10/2024) dan Selasa (15/10/2024).,"Oktober 21, 2024",https://turnbackhoax.id/2024/10/21/salah-permadi-arya-abu-janda-jadi-wamenag-urusan-intoleransi-agama/
