berita,label
bantuan masjid sekda sumbar wa,1
tips 'curi waktu' olahraga pekerja kantoran,0
"hamas adalah: ketahui sejarah, tokoh, kegiatannya",0
daftar nama pejabat mengisi posisi menteri kepala kabinet prabowo-gibran. menteri bumn diganti kepala bumn,1
pjs wali kota makassar pinjam uang pesan wa,1
"jakarta absen kalender formula e 2024, ketua dprd: pemilu dihargai",0
pesan whatsapp video narkoba dicampur kedalam tepung gorengan,1
cerita mensos risma kerja dibantu youtube,0
apple 'ditodong' investasi china,0
cerita mike tyson sengaja salat kafe melarang muslim masuk dalamnya,1
pemerintah akui dana tapera dipinjam menutup defisit apbn,1
penyembelihan rph pegirian surabaya sesuai syariat islam,1
kpu rejang lebong: daerah lakukan verifikasi faktual,0
"khofifah, emil diusulkan ketua tpd prabowo-gibran",0
bawaslu jateng tindak lanjuti pendukung kandidat dpd berstatus asn,0
penerima vaksin covid-19 mrna meninggal 5-10,1
"desak pencopotan ketua mk, bem nusantara jateng gelar aksi damai",0
mobil presiden jokowi parkir polsek cirebon,1
prabowo angkat bicara menyindir keras jokowi,1
video suasana demo siang gedung dpr putusan mk nomor 60 70,1
harvey moeis dijuluki ‘raja korupsi’ media asing,1
video pria dikejar kanibal,1
"tangkapan layar berita detik “putin ucapkan selamat amin, kerja rusia-ri maju”",1
kota kupang gelar kejuaraan atletik pelajar,0
tsunami japan 2024,1
sebar video hoax deepfake ai jokowi fasih bahasa mandarin,0
nomor whatsapp 0822 2340 8779 lurah ledok hery setianto wibowo,1
tanggal 24 oktober memperingati apa? hut idi pbb,0
menteri pupr basuki hadimuljono resmi mundur kabinet,1
"video jokowi joget oke gas, bendera china pemilu 2024 intervensi china",1
partai buruh aturan pkpu jelang pemilu 2024,0
petahana daftar pilkada jember jalur perseorangan,0
jokowi menjual pulau indonesia,1
pemprov dki dorong integrasi transportasi massal atasi kemacetan,0
"gibran cawapres prabowo, puan: hak maju",0
melaju pagebluk,0
“kepala desa diamuk warga kecurangan pemilu paslon 02 ntb”,1
pssi putuskan timnas piala aff,1
alasan gibran dipecat pdip cawapres prabowo,0
kelakuan kanye west: gambar swastika manajer yahudi cium foto hitler,0
400 personel polri perkuat pengamanan kpu mrp papua barat daya,0
wapres ma'ruf masyarakat terbawa politik identitas 2024,0
kpu yogyakarta anggota parpol siapkan ktp/kta verifikasi,0
lowongan kerja petugas kebersihan puskesmas sidoarjo,1
suporter indonesia takbiran pertandingan melawan irak afc u-23,1
kpu jaksel evaluasi pantarlih cegah kecurangan pelaksanaan pilkada,0
foto paket ratusan cincin disiapkan merusak surat suara,1
pengumuman rekrutmen pln group,1
akad ruang tamu pekan kebudayaan nasional,0
bawaslu ri terima 1.271 laporan dugaan pelanggaran pemilu 2024,0
pendukung sejati mu sir jim ratcliffe,0
"janji setia dukung jokowi, 7 pria cirebon gunduli kepala",0
kpu pantau langsung proses verifikasi faktual sumatera barat,0
"menghilangkan bau mulut campuran cengkeh, pasta gigi, jeruk nipis minyak kayu putih",1
gibran resmi mundur wapres,1
bawaslu surabaya tunda aktifitas pengawasan pilkada 2020,0
email imbauan verifikasi data pengguna satusehat,1
kpu mataram sosialisasi calon perseorangan pilkada 2024,0
"nahdlatul ulama, santri strategi kepemimpinan digital",0
2.711 anggota parpol nonparlemen palembang diverifikasi faktual,0
eks atlet papua kendala event jakarta: tiket mahal,0
hadiah menarik promo daftar gebyar undian bank bpd bali,1
momen waka gerindra sulsel salah baca teks sumpah pemuda jalan sehat,0
tanggal 19 oktober memperingati apa? 5 perayaan,0
"pilpres 2024, pengaruh industri otomotif indonesia?",0
psi ingatkan kotori pemilu hoaks ujaran kebencian,0
"inggris lolos 94,000 undang-undang uni eropa meninggalkan ue",1
foto joe biden mempromosikan baju anti-trump,1
hati-hati! hoax canggih deepfake jelang pemilu 2024,0
koalisi masyarakat sipil komitmen kawal pemilu,0
foto ribuan jemaah haji meninggal 2024,1
lautan warga jakarta hadiri pembentukan partai anies,1
johnny g plate dituding pengecut dizalimi,0
kpu ri bantah intervensi hasil verifikasi faktual parpol,0
video david beckham situs judi online bantu masyarakat indonesia,1
frekuensi menyembuhkan penyakit,1
minum kopi cegah kenaikan berat badan?,0
jusuf hamka berbagi motor facebook disertai nomor whatsapp,1
angin puting beliung robohkan warung masjid blitar 15 maret 2024,1
"besok job fair itb, pencari kerja yuk merapat",0
paripurna dpr setujui agus subiyanto calon panglima tni,0
"ssst, 6 alasan wanita mendadak hilang 'mood' bercinta",0
"pemerintah industri tinggalkan pemakaian timbal, alasannya",0
"ketum partai, giring ganesha pengamen jalanan",1
"panglima mutasi 36 pati tni, wakasal pangkogabwilhan i diganti",0
"indeks pembangunan manusia brebes nomor buncit lagi, pj bupati biangnya",0
rusia klaim 10 wni tentara bayaran ukraina 4 tewas,1
"kopdarwil menangkan prabowo-gibran ntt, kaesang disambut tarian kataga",0
“pengundian panen hadiah simpedes 2024”,1
"4 produk kebahasaan kesastraan kbi xii, kbbi daring vi",0
kpu tetapkan dharma pongrekun lolos verifikasi administrasi pilgub dki,0
peran sir jim ratcliffe resmi akuisisi mu,0
ribuan buruh siaga geruduk istana tuntut prabowo,1
video ai lagu iwan fals “tikus & macan”,1
"pegi setiawan dilepaskan kembali, polisi akui salah tangkap",1
video ahmad dhani mokel puasa 2024,1
"bocoran luhut kereta cepat nyambung surabaya digarap china, bunganya murah",0
mengobati sesak nafas pijat tangan,1
menteri sri mulyani buka kartu atasannya,1
baku tembak ledakan bom plaza sarinah maret 2024,1
umat budha sholat masjid,1
tii: anak muda membutuhkan informasi pemilu,0
pesan whatsapp whatsapp gold video matrinelli,1
5 fitur samsung super smart tv plus ganti tv analog,0
"jokowi bertemu pangeran mbs istana al-yamamah, sepakati dewan koordinasi",0
kpu trenggalek pastikan calon perseorangan penuhi syarat,0
pemain real madrid lucas vázquez masuk timnas indonesia,1
plt gubernur kepri 'kendaraan politik' pilkada 2020,0
bei geber literasi keuangan pasar modal karyawan bank,0
mendag zulhas pengaruh geopolitik perdagangan ri,0
29 calon dpd dki proses verifikasi faktual,0
kpu gunung kidul tunda tahapan pilkada 2020,0
“banjir kawasan ikn kalimantan timur”,1
frasa agama dihapus peta jalan pendidikan kemendikbud,1
"jembatan kaca kampung warna-warni malang retak, sebulan",0
tangerang diterjang banjir bandang pemukiman warga jebol,1
foto wanita dihukum rajam iran hukum syariah,1
"jelang btn jakarta run, bank btn gelar 42k dress rehearsal",0
dpr gelar paripurna ambil keputusan calon panglima tni,0
pendaftaran penerima bansos pkh telegram,1
hadiah undian khusus nasabah bank papua,1
piala presiden esports dukung pengembangan talenta digital,0
kumpulan contoh susunan upacara sumpah pemuda 28 oktober 2023,0
wapres ri gibran bagi-bagi puluhan juta rupiah tiktok,1
video testimoni promosi obat nyeri sendi aa gym,1
raja charles iii meninggal dunia usia 75 kanker,1
"wanita trump penembakkan asisten direktur fbi, janeen diguiseppi",1
video makam rasulullah dibuka publik,1
hasto coklit wujudkan pemilu demokratis,0
wapres ma'ruf lanjutkan kunker wamena merauke desember,0
"hasto, golkar tekanan dukung gibran cawapres",0
"randai kuantan, tarian pola lengkap kuansing berisi pesan moral",0
presiden fifa coret guinea olimpiade 2024,1
"di-phk 2 pesangon cair, menuntutnya?",0
"amien rais sentil ketua mk anwar usman: takut allah, takut ipar",0
campuran kuning telur gula aren sembuhkan sesak napas balita,1
indosat bantu tangani pencurian nomor seluler ilham bintang,0
akun tiktok @giveaway.baim.wonq berisi konten giveaway,1
modus menawarkan bantuan mengatasnamakan ketua koni sulsel yasir machmud,1
“kejahatan kecurangan tsm pemilu 14 februari 2024 tutupi”,1
kpu surakarta 784 tps pilkada 2020,0
dpr dibakar polisi disiram air keras,1
menghindari stroke akibat penyumbatan pembuluh darah menekan jari menit,1
senapan mematikan 22 korban tewas penembakan massal as,0
"asian games 2023: indonesia 9 emas, saptoyogo sumbang 3",0
"paman gibran ketua mk, hakim ptun jakarta kabulkan permohonan anwar usman batalkan sk suhartoyo",1
tangis fx rudy keluarkan pernyataan gibran kembalikan kta pdip,0
pesan kaesang santri: manut kiai,0
judul artikel republika: “ustaz alfian tanjung: ajaran islam bertukaran istri”,1
foto rumah dibangun miring,1
mendikbudristek apresiasi program transformasi internasionalisasi usu,0
"hasil tangkapan layar artikel berjudul. “presiden amerika joe biden: hina agama kami, melukai bapa paus fransiskus, terluka itu, ratakan dimana terluka”",1
undian bank bjb syariah khusus nasabah mengaktifkan layanan mobile maslahah,1
najwa shihab selamatkan pegi setiawan pembunuhan vina cirebon,1
prabowo dilarikan rumah sakit deklarasi senayan,1
"nggak capeknya, raffi-nagita slavina persiapan new york city marathon",0
"politik 2024 perdebatan, zulhas: hadapinya",0
baliho 'psi partai jokowi' bermunculan medan,0
tanggal 26 oktober memperingati apa? simak 5 daftarnya,0
"18 dampak sosial informatika, pelajar & mahasiswa tahu!",0
(salah) diagnosis calon presiden,0
video demo pemakzulan jokowi diskualifikasi prabowo – gibran,1
amy schumer mengidap vaids akibat booster covid-19,1
anies adakan kebaktian rumahnya,1
gambar membawa buku cover “kitab belajar menipu” foto jokowi,1
menari trampolin olahraga digandrungi emak-emak bandung,0
hakim mk manahan bantah dilobi anwar usman setuju ubah syarat cawapres,0
5 seniman bandung meniti karier internasional,0
bawaslu jaksel tegaskan pantarlih stiker coklit warga,0
partai berkarya daftarkan peserta pemilu 2024 kpu,0
apkasi sediakan beasiswa indonesia emas 5.000 putra-putri terbaik daerah,0
"gatal menahun selangkangan testis, penyebabnya ya dok?",0
pendiri google nyatakan hentikan produknya beroperasi indonesia boikot,1
video turbulensi pesawat singapore airlines,1
video “lokasi shooting pendaratan apollo ditemukan”,1
pgts-ganesha operation buka bimbel gratis anak kawasan kaldera toba,0
pisang somalia mengandung cacing berbahaya,1
netanyahu tantang indonesia malaysia lawan israel,1
tiket pertandingan timnas bahrain vs indonesia diborong 90 ribu suporter indonesia,1
sekda belitung hendra caya donasi whatsapp,1
"survei indikator: 47,6% responden khawatir politik dinasti, 33,7%",0
"ketua mk lobi putusan usia capres, arief: nggak tahu, nggak dilobi",0
"campuran kopi, kemiri, pasta gigi memutihkan gigi",1
ketua satgas antimafia maruarar sirait pesan sepakbola ri,0
cak imin kuasai 60 persen suara jatim,0
joko widodo memegang pigura bergambar gibran,1
mengendalikan menguasai penguasa penjajah gaya,1
pesan erick thohir ajak anak muda biar nggak mager,0
kpu bangka verifikasi faktual berkas paslon pilkada 2020,0
pbvsi kirim pemain pelapis avc 2024 permalukan indonesia,1
"tekan gas rumah kaca, pgn kembangkan lng bunkering services",0
memeriksa ponsel disadap nomor *#21#,1
"bangun gaya hidup olahraga, kemenpora libatkan komunitas",0
senang-senang bareng dash berlin penutupan motogp mandalika,0
peran amir syarifuddin harahap sumpah pemuda sosok pribadinya,0
“sah! megawati umumkan anies – rano karno maju pilgub jakarta ini”,1
barang ditaruh kolong tidur tips menyimpannya,0
akun facebook daviena berbagi rejeki motor uang tunai,1
kpu sumsel buka pendaftaran calon anggota dpd,0
tips olahraga aman panas menyengat cekungan bandung,0
video tank idf dilumpuhkan hizbullah,1
muzani tantang hasto buktikan isu kartu truf ketum dipegang,0
ahok independen,0
"19 kampus bidang teknik terbaik indonesia versi the wur 2024, nomor 1?",0
biopsi tumor menyebabkan kanker tumbuh cepat,1
pesan wa “minta uang” pjs bupati banggai laut,1
bersihkan rahim kista minimal minum kopi 3x seminggu,1
world economic forum mata uang digital global melacak kegiatan penggunanya,1
surat permohonan bantuan dana pemkot kendari,1
ledakan dahsyat gunung krakatau,1
kpu jatim pastikan petugas pps/ppk mundur akibat covid-19,0
tepung tapioka gula merah obati sakit lambung,1
video kapal marlin luanda terbakar,1
diskominfo garut materi bijak bermedsos ukm jurnalistik staim,0
kim yeon koung rekomendasikan megawati hangestri pelatih pink spiders,1
gibran elit pdip pembangkang,0
jokowi terseret tom lembong,1
video warga asing mengungsi beirut lebanon perang hizbullah israel,1
wasit aidil resmi pimpin pertandingan persib vs bali united,1
projek nhs “test and tracking” projek termahal ketiga,1
hasil realcount 24 februari paslon 01 unggul,1
kesalahan penggunaan hp bikin boros baterai,0
"gambar artikel berjudul “netanyahu sebut: indonesia negara miskin, gila agama suka campur urusan agama lain”",1
"apple perkenalkan chipset terbaru m3, m3 pro m3 max",0
gelombang libas 2 kabupaten banten hancur,1
akun whatsapp bupati pemalang donasi,1
"kalimantan hancur diguncang gempa bumi berkekuatan 10,7 magnitude",1
video pemuda pancasila tasikmalaya demo kpu,1
gempuran toko online bikin hasan menyerah jual buku palasari,0
"10 provinsi mahasiswa indonesia, daerahmu?",0
video “penampakan real serangan iran israel henti-hentinya”,1
akun facebook “𝐼𝑣𝑎𝑛 𝐺𝑢𝑛𝑎𝑤𝑎𝑛 𝑅𝑒𝑎𝑙” berbagi 50 juta follower,1
bocoor !! hasil pemilu 2024 ditentukan 5 januari 2024,1
"ikn dihuni, pengelolaan sampahnya",0
"gara-gara buka hijab ikn, paskibraka babak belur tni suruan jokowi",1
"rana tonjong, danau teratai terbesar dunia manggarai timur",0
holding bumn danareksa bangun pengelolaan air limbah tanah ri,0
kpu tetapkan nomor urut parpol peserta pemilu 2024,0
pelari kenya-ethiopia ramaikan ifg labuan bajo marathon 2023,0
gelombang menghanyutkan ribuan rumah banten,1
miras orang tua kemasan saset,1
"pilkada surakarta, pasangan bajo serahkan 41.425 syarat dukungan",0
"judul artikel cnn indonesia “jokowi “geram” : menantang mahasiswa demo ini, ngk demo mengesahkan uu hukum mati koruptor”",1
undian bank ntb syariah rangka hut 60,1
jabatan wamen bumn dilepas rosan roeslani pimpin tkn prabowo,0
calon independen mendaftar kpu dki,0
atlet taekwondo pakistan kalahkan israel olimpiade paris 2024,1
"“perihal pemindahan ibukota, jokowi: jual separuh pulau kaltim”",1
"cetak gol, messi dipuji langit bosnya",0
drone mematikan hamas bikin pasukan israel gentar,0
razia kendaraan mati pajak,1
"calvin verdonk pernyataan, indonesia satu-satunya tim asia lolos piala dunia 2026",1
kpu alasan surati parpol putusan mk usia capres-cawapres,0
gerindra pastikan prabowo-gibran sehat jalani tes kesehatan rspad,0
video polisi jawa barat marah terkait rekonstruksi ulang vina cirebon,1
daftar lagu wajib upacara sumpah pemuda liriknya,0
pks kuliti revisi pkpu putusan mk rapat komisi ii dpr,0
7 mobil sedan murah 2023 harga pas rp 125 juta,0
"beasiswa s2 mext buka tokyo institute of technology 2024, yuk daftar!",0
"serukan gencatan senjata gaza, pejabat inggris dipecat",0
iran tolak hukuman cambuk cristiano ronaldo,0
undian rejeki bni memperingati hut ri,1
"pantesan singapura 'blue zone', 5 kebiasaan bikin warganya umur",0
"surya paloh apresiasi pertemuan jokowi anies, ganjar prabowo",0
terungkap! terduga teroris ditangkap densus 88 perawat rsud ntb,0
"filipina diguncang gempa 10,8 magnitude 5 april 2024",1
link undian mengatasnamakan bri,1
kpu papua barat menyelesaikan tahapan verifikasi faktual 9 parpol,0
"mengenal pantai sorake, surga selancar kelas dunia pulau nias",0
aqsa podium kejuaraan dunia,0
cek kesehatan lambung gerakan jari tangan kiri,1
dprd bali bahas keterlibatan bandesa adat pemilu 2024,0
kpu verifikasi faktual partai pkb,0
wapres ma'ruf dorong papua bentuk desain olahraga daerah,0
"jurus takedown konten hoax, ampuh?",0
sekjen pks maaf acara senam pagi amin depok bikin macet,0
video imigran afrika menusuk warga spanyol barcelona,1
"laporan keuangan goto q3 2023: rugi susut 53%, beban turun 57%",0
terbongkar! 268 triliun dana tapera dialirkan ikn,1
lengkap! pidato perdana gibran rakabuming cawapres prabowo,0
tautan dana kaget diklaim uang,1
suhartoyo meninggal dunia,1
muhammadiyah bank,1
video dokumentasi pembangunan piramida,1
nila moeloek eks menteri kesehatan promosikan obat nyeri sendi,1
rani hatta rilis koleksi terbaru sabamodest serba monokrom jfw 2024,0
bantuan uang presiden jokowi follow tiktok,1
gibran tunjukkan bukti kecurangan anies terdiam gagalkan hak angket,1
kejurnas judo 2023 ajang persiapan pon 2024,0
lahan kek mandalika tuntas,0
kpu kabupaten madiun temukan 1.879 orang dicatut anggota parpol,0
"puan pimpin rapat paripurna dpr, 154 anggota dewan hadir fisik",0
bukti kuat pdip ancam batalkan pelantikan gibran,1
"unand buka prodi magister manajemen bencana, dipelajari",0
"upacara sumpah pemuda 2023: jadwal, lokasi, ketentuan seragam",0
mk gelar sidang uji aturan otsus papua,0
akun instagram @soimah.pancawati01 berisi konten giveaway,1
presiden jokowi bentak harvey moeis korupsi timah,1
kepala desa diamuk massa kecurangan pemilu,1
akun facebook “undian bri 2024”,1
akun tiktok menawarkan pinjaman kur maybank pesan whatsapp,1
"video, kapolri pecat oknum polisi terlibat vina cirebon",1
video jokowi ditangkap langsung kenakan rompi oren,1
jokowi sungai ri hasilkan listrik jumbo,0
cover majalah charlie hebdo: presiden macron mengirim tentara ukraina,1
dpr temukan kebohongan dana cadangan ikn,1
11 rekomendasi playground-tempat bermain anak makassar,0
prabowo resmi maju gibran imbas akun fufufafa,1
"pm singapura sampaikan: bela israel, kirim militer singapura melawan teroris hamas",1
menlu amerika klaim kominfo indonesia bodoh,1
dedi mulyadi rp10juta membutuhkan,1
“inilah petir menyambar sungai”,1
ribuan siswa madrasah ramaikan porseni mi jatim ke-viii banyuwangi,0
"jusuf hamka 20 juta khusus nasabah bri, bni, bca, mandiri",1
pn cibinong: hakim kabulkan komedian komeng berganti nama,0
"artikel liputan6.com berjudul “menteri amerika klaim: kominfo indonesia bodoh, database negaranya dihacker tau, sibuk ngurus palestina”",1
wabah mpox mencapai papua nugini 5% populasi terinfeksi,1
daftar hp akses whatsapp 24 oktober 2023,0
pesan sms nama pos indonesia,1
akun whatsapp wabup pelalawan nasarudin,1
putusan mk verifikasi faktual parpol hilangkan ketidakadilan,0
"nadiem makarim langsung diseret kpk anggota dpr, anita jacoba",1
penggalian tol jawa timur mengeluarkan minyak mentah,1
berbeda fun juga: peran anak muda lakukan perubahan,0
gambar antrean beras 1965 2024,1
akun facebook mohamad irwan bupati sigi,1
kpu sumbar: surat dukungan fakhrizal-genius umar penuhi syarat,0
9 tradisi pesantren indonesia,0
nasib orang kewarganegaraan jerman,0
najwa shihab dokter isman firdaus promosikan metode menetralisir hipertensi,1
putra jokowi divonis penjara kpk,1
"pelabuhan ratu hancur, gelombang ganas melalap puluhan wisatawan",1
akun facebook “undian bjb 2024” bagikan link pendaftaran undian bjb,1
"teman ahok judicial review mk, ahok konsultasi",0
turnamen biliar digelar kebangkitan wisata olahraga ri,0
"“video, mata anak bengkak merah hp”",1
“gebyar undian grand prize tabungan berhadiah bank bjb syariah akun facebook promo.berhadiah.bjb syariah”,1
gibran mundur cawapres,1
usia paru-paru menahan nafas,1
letusan gunung tambora menginspirasi nama sepeda,0
"panda nababan terbayang gibran berbohong, nusron membela",0
"yenny wahid dukung ganjar, nusron: prabowo presiden gus dur",0
ketua pdip surabaya protes masuk sipol,0
"dicari alumnus, enuh nugraha lulusan itb menggelandang grobogan",0
jokowi diusir paksa istana negara perintah prabowo,1
perpisahan taufan pawe wali kota parepare dikemas jalan sehat,0
surat pemberitahuan pengiriman bantuan mengatasnamakan kemendikbud ristek ta 2024,1
sby transfer uang rp10 juta warganet,1
opposite anyar pink spiders lontarkan cibiran pedas megawati hangestri,1
menhan prabowo target rampungkan 200 titik sumber air,0
menjaga ketahanan pangan kekeringan,0
"pdip: gibran disiapkan tingkat tinggi, pilih tabrak konstitusi",0
alhamdulillah! satelit satria-1 slot orbit 146 derajat bujur timur,0
puan maharani blak-blakan pdip tolak gabung kabinet prabowo-gibran,1
kpu ntb : 12 parpol penuhi syarat verifikasi,0
kpu pastikan pilkada 2020 sesuai prosedur protokol kesehatan,0
calon gubernur jakarta ridwan kamil “the jakmania” spesial,1
"daftar nama anggota parpol temanggung, 799 orang valid",0
undian berhadiah nasabah maybank,1
“hari iran mengambil tindakan menghancurkan pembunuh anak-anak #palestina”,1
banjir bandang hanyutkan warga halmahera,1
arkeolog temukan artefak gigi hiu zaman pemburu-pengumpul sulawesi,0
pemain ibk altos sadarkan terkena smash megawati hangestri,1
pelantikan presiden diundur desember 2024,1
dkpp: aduan dugaan pelanggaran etik diproses sesuai kewenangan,0
"pandemi, yogyakarta salurkan bantuan asistensi penyandang disabilitas",0
bantuan sosial tunai rp35juta sekeluarga bpjs,1
bapaslon perseorangan heri-gunadi lolos verifikasi pilkada malang,0
bocoran seragam sekolah indonesia,1
pks tolak dinasti politik: makan korban kkn,0
jawa barat provinsi calon anggota dpd ri,0
pebalap mandalika sag racing team antusias tatap moto2 mandalika,0
"spanduk petruk 'ojo ilang jowone' marak solo-semarang, pdip buka suara",0
video berisi klaim ikan berloncatan tanda tsunami gempa,1
utak-atik rapbd sulsel 2024: rasionalisasi anggaran-fokus bayar utang,0
tinta kasat mata dimasukkan vaksin,1
"draft aturan publisher rights final, disahkan jokowi 2023",0
“mengungkap gambar hasil rekayasa ai: tips tools”,1
"panglima mutasi 36 pati tni, wakasal pangkogabwilhan i diganti",0
video tepung gorengan dicampur narkoba,1
"prabowo titiek soeharto rujuk melaksanakan pernikahan masjid at- tin, tmii jakarta timur",1
presiden jokowi keluarga dipenjara menjabat,1
"blak-blakan anak mahfud md terjun politik: belum,",0
bawaslu tangani 712 dugaan pelanggaran tahapan pilkada,0
"bahaya asap rokok tumbuh kembang anak, pengaruhi psikologis",0
gambar bendera indonesia berkibar pertandingan euro,1
prabowo penjarakan anggota dpr sengaja tolak pengesahan ruu perampasan aset,1
iran hujani israel rudal,1
pesan ketua satgas antimafia bola sepakbola ri,0
sprinter saptoyogo maksimalkan latihan jelang asian games 2023,0
rasiyo bantah maju pilkada surabaya,0
penemuan ikan berkepala sapi,1
saldi isra mundur jabatan hakim mk,1
bawaslu lakukan pencegahan pelanggaran tahapan pendaftaran parpol,0
penemuan buaya pelabuhan paotere makassar,1
"raffi ahmad giveaway, susun transfer ratusan juta",1
"mitratel kantongi laba bersih rp 1,43 t kuartal iii-2023",0
layanan jaklingko gratis,1
dana bantuan program keluarga harapan 2024 senilai rp27.300.000,1
detik's advocate: solusi hukum terlilit puluhan utang pinjol,0
tautan pendaftaran cpns,1
bantuan pinjaman pkh nama prabowo subianto,1
bawaslu purworejo kuatkan sinergi antisipasi pelanggaran pilkada,0
aktivis 98 pimpin aksi demo mahasiswa kpu,1
diksi merdeka: “warga bali : bali jawa mohon volume toa brengsek perkecil”,1
video buzzer “peringatan darurat” bocor,1
akun whatsapp pj wali kota bogor hery antasari,1
"survei indikator: 69,1% responden setuju putusan mk",0
gibran gagal dilantik anies bongkar mulyono,1
surat tahapan seleksi rekrutmen kerja pt inalum,1
“video masjidil aqsha hancur propaganda zionist”,1
"rusia-china veto draf as gaza, dewan keamanan pbb gagal lagi!",0
"tingkat pengangguran pemuda ri tinggi, kemenko pmk dorong belajar wirausaha ehub",0
harimau sumatera mati tertabrak mobil tol pekanbaru-dumai,1
sosok 'pak lurah' pdip jabatan presiden 3 periode?,0
"isu gempa megathrust menakut-takuti masyarakat pindah ikn, wilayah gempa",1
kpu kota bandung targetkan 90 persen partisipan pemilu,0
"5 khutbah jumat santri, ajak pemuda bangun negeri",0
video tiktok hasil persilangan harimau anjing laut,1
yusril mahendra bertekad bangkitkan pbb,0
rasiyo-lucy serahkan kekurangan berkas kpu surabaya,0
sarmuji mahasiswa alasan golkar dukung gibran,0
jokowi megawati bahas pilkada makan april 2024,1
pembangunan satpas prototipe polres malang capai 99 persen diresmikan,0
informasi open recruitment calon pegawai bumpn pt pln (persero) 2024,1
kpu jakarta utara tetapkan 16.905 dukungan dharma-kun memenuhi syarat,0
pengakuan sri mulyani obat herbal rekomendasi dokter terawan,1
aturan penggunaan air tanah: wajib izin kementerian esdm!,0
kpu jatim: 14 daerah berpotensi diikuti pasangan calon perseorangan,0
kpu solok selatan tunggu perppu tunda pilkada 2020 covid-19,0
"cegah covid-19, bayar zakat baitul mal banda aceh daring",0
"jokowi batalkan keppres ikn, jakarta kota",1
"tommy winata, pemilik pt artha graha berbagi 50 juta follow akun tiktok nya",1
vaksin hpv vaksin covid-19 sebabkan kemandulan,1
8 artis terseret megakorupsi pt timah,1
kapal feri banyuwangi—bali tenggelam september 2024,1
polda metro dalami foto pertemuan syl firli lapangan bulutangkis,0
bantuan donasi sekda blitar izul marom whatsapp,1
4 kebiasaan buruk bikin usia biologis tua kronologis,0
poster film “pegi kisah nyata pelarian pembunuh vina”,1
mengenal sosok plaza indonesia,0
video polisi china menyamar tka ditangkap warga,1
undian berhadiah bws,1
akun facebook bupati indramayu nina agustina menawarkan bantuan,1
gambar anies mengenakan seragam militer jepang,1
jimly beberkan 9 isu dugaan pelanggaran etik ketua mk dkk,0
komisi i dpr ri: verifikasi dokumen jenderal andika lengkap,0
mantan menkes siti fadilah supari promosikan obat nyeri sendi,1
daftar motor dilarang pertalite 2 september,1
banjir bak lautan sapu bandung bogor,1
hanura targetkan lolos ambang batas parlemen pemilu 2024,0
artikel berjudul ustadz abdul somad setara paus fransiskus,1
daftar lengkap pemenang ballon d'or,0
vaksin pfizer mengendalikan pikiran manusia,1
“peluncur uang sogok anis amin tertangkap terbukti tersangka’’,1
oppo find n3 flip: desain elegan & ketahanan 600.000 lipatan,0
prabowo perbolehkan jual negeri santun,1
ronaldo bela indonesia tau timnas dicurangi wasit semifinal,1
pendaftaran bbm subsidi akun tautan resmi,1
soimah bagikan uang 40 juta games susun,1
legislator pks sesalkan kpu langsung bersurat dpr putusan mk,0
lirik lagu notasi angka nusa bangsa sumpah pemuda,0
vaksin covishield menimbulkan efek sindrom trombosis trombositopenia,1
upaya kawan angkatan itb cari enuh nugraha viral,0
percobaan makan gratis pendukung paslon 02,1
"tentara as mendarat israel, lawan hamas hizbullah",1
daftar gaji karyawan fintech-it skill bikin hrd auto terima,0
undian bri spesial hut ri ke-79,1
pasangan calon perseorangan daftar pilwalkot,0
158 rumah boyolali diterjang angin puting beliung 13 februari 2024,1
populasi muslim iran tinggal 30%,1
"pre-order eror, blibli serahkan iphone 15 pelanggan",0
jogyakarta jum’at 23 pebruari 2024 bergerak lawan kecurangan pemilu,1
rekaman panggilan 911 korban jembatan baltimore,1
rokok rempah menawarkan alternatif sehat penggemar rokok,1
dito ariotedjo dipanggil saksi sidang korupsi bts,0
iwan fals merekomendasikan obat diabetes,1
media negeri ikn hambalang,1
beda dukungan yenny wahid-suami pilpres: keluarga demokratis,0
'biang kerok' serangan jantung dialami usia muda,0
makan siang gratis digagalkan 02,1
bawaslu tolak gugatan keempat prima verifikasi peserta pemilu,0
artis india shah rukh khan meninggal dunia,1
lagu kebyar-kebyar dikumandangkan penyanyi kenamaan spanyol,1
"spanduk petruk marak solo-semarang, analisis pakar ugm",0
"cerita 2 guru ri ngajar sekolah korsel, kenalkan seni-makanan indonesia",0
partai buruh temukan 3 dugaan pelanggaran pemilu,0
program bni rewards point 2024,1
lowongan perawat rsud jombang 2024,1
d'advocate: ancaman 3 bui suami nafkahi istri,0
"fuso rilis truk bongsor terbaru: 12 meter, fitur anti blind spot",0
jurus injourney genjot destinasi wisata super prioritas mandalika,0
"inovasi indonesia, pengingat budaya inovatif",0
chairul tanjung kirim uang 50 juta cuma-cuma tiktok,1
gambar hmi jakarta raya tolak kedatangan paus fransiskus,1
"bangun rumah dhuafa, aceh barat siapkan rp8,1 miliar",0
laksamana yudo masukan uji kelayakan bahan evaluasi,0
ridho rahmadi: partai ummat berkompetisi pemilu 2024,0
paus fransiskus indonesia melegalkan pernikahan jenis,1
video nenek berumur 230 tertua dunia,1
“gaji ke-13 pns dihentikan”,1
logo hut ke-128 maknai perjalanan bri dampingi umkm 1 abad,0
sandiaga serap aspirasi relawan se-ri dukung visi ganjar-mahfud,0
